"sorted(a, key=lambda x: (sum(x[1:3]), x[0]), reverse=True)",Sorting a list of tuples by the addition of second and third element of the tuple,,,
"sorted(lst, key=lambda x: (sum(x[1:]), x[0]))",Sorting a list of tuples by the addition of second and third element of the tuple,,,
"sorted(lst, key=lambda x: (sum(x[1:]), x[0]), reverse=True)",Sorting a list of tuples by the addition of second and third element of the tuple,,,
"response.headers['WWW-Authenticate'] = 'Basic realm=""test""'",Add headers in a Flask app with unicode_literals,,,
del request.session['mykey'],"In Django, how do I clear a sessionkey?",,,
"datetime.datetime.strptime('24052010', '%d%m%Y').date()",Python date string to date object,,,
"re.sub('[^\\x00-\\x7F]+', ' ', text)",Replace non-ASCII characters with a single space,,,
"numpy.array([[1, 2], [3, 4]])",List of lists into numpy array,,,
myList = [i for i in range(10)],What does a for loop within a list do in Python?,,,
[m[0] for m in re.compile('((.+?)\\2+)').findall('44442(2)2(2)44')],using regular expression to split string in python,,,
"[i[0] for i in re.findall('((\\d)(?:[()]*\\2*[()]*)*)', s)]",using regular expression to split string in python,,,
"fig.subplots_adjust(wspace=0, hspace=0)",How to remove the space between subplots in matplotlib.pyplot?,,,
x[::-1],How to reverse tuples in Python?,,,
"json.dumps({'apple': 'cat', 'banana': 'dog', 'pear': 'fish'})",Python JSON encoding,,,
csvwriter.writerow(row),Writing List of Strings to Excel CSV File in Python,,,
{{(item.date | date): 'Y M d'}},How to convert datetime to string in python in django,,,
"re.split('(?<=[\\.\\?!]) ', text)",Non-consuming regular expression split in Python,,,
re.compile('\xe2\x80\x93'),UTF in Python Regex,,,
variable = [],declare an array,,,
intarray = array('i'),declare an array,,,
[sublist[::-1] for sublist in to_reverse[::-1]],How to reverse the elements in a sublist?,,,
"re.sub('[^0-9a-zA-Z]+', '*', 'h^&ell`.,|o w]{+orld')",Replace all non-alphanumeric characters in a string,,,
""""""""""""".join(['I ', '<', '3s U ', '&', ' you luvz me'])",Python: unescape special characters without splitting data,,,
logging.disable(logging.CRITICAL),How can I disable logging while running unit tests in Python Django?,,,
"cursor.execute('INSERT INTO index(url) VALUES(%s)', (url,))",Adding url to mysql row in python,,,
df['DateStr'] = df['DateObj'].dt.strftime('%d%m%Y'),Convert column of date objects in Pandas DataFrame to strings,,,
s.split('@')[0],python regex get first part of an email address,,,
df.query('index < @start_remove or index > @end_remove'),Python Pandas: drop rows of a timeserie based on time range,,,
df.loc[(df.index < start_remove) | (df.index > end_remove)],Python Pandas: drop rows of a timeserie based on time range,,,
df.isnull().sum(),How to count the Nan values in the column in Panda Data frame,,,
df.reset_index(inplace=True),Turn Pandas Multi-Index into column,,,
[x['value'] for x in list_of_dicts],python getting a list of value from list of dict,,,
[d['value'] for d in l],python getting a list of value from list of dict,,,
[d['value'] for d in l if 'value' in d],python getting a list of value from list of dict,,,
"np.array([[1, 2, 3], [4, 5, 6]]).tolist()",Converting NumPy array into Python List structure?,,,
"ast.literal_eval('(1,2,3,4)')",Converting string to tuple and adding to tuple,,,
dataList.sort(key=lambda x: x[1]),How to keep a list of lists sorted as it is created,,,
"list(map(list, set(map(lambda i: tuple(i), testdata))))",Python: Uniqueness for list of lists,,,
[list(i) for i in set(tuple(i) for i in testdata)],Python: Uniqueness for list of lists,,,
return user.groups.filter(name='Member').exists(),"In Django, how do I check if a user is in a certain group?",,,
"return user.groups.filter(name__in=['group1', 'group2']).exists()","In Django, how do I check if a user is in a certain group?",,,
logging.getLogger().setLevel(logging.DEBUG),Dynamically changing log level in python without restarting the application,,,
""""""""""""".join(str(i) for i in (34.2424, -64.2344, 76.3534, 45.2344))",How to transform a tuple to a string of values without comma and parentheses,,,
""""""""""""".join([s[x:x + 2][::-1] for x in range(0, len(s), 2)])",What is the simplest way to swap char in a string with Python?,,,
"plt.savefig('graph.png', dpi=1000)",Drawing a huge graph with networkX and matplotlib,,,
my_list = [[x for x in sublist if x not in to_del] for sublist in my_list],delete items from list of list: pythonic way,,,
[item for item in a if 1 in item],Find an element in a list of tuples,,,
[item for item in a if item[0] == 1],Find an element in a list of tuples,,,
"{p.id: {'id': p.id, 'position': ind} for ind, p in enumerate(p_list)}",How can I get the index value of a list comprehension?,,,
[dict(y) for y in set(tuple(x.items()) for x in d)],how to uniqify a list of dict in python,,,
"exec(compile(open('file.py').read(), 'file.py', 'exec'))",How do I load a file into the python console?,,,
rows = session.query(Congress).count(),Get the number of rows in table using SQLAlchemy,,,
"subprocess.call(['test.sh', str(domid)])",Execute Shell Script from python with variable,,,
"dfs = pd.read_excel(file_name, sheetname=None)",How to read a .xlsx file using the pandas Library in iPython?,,,
"struct.unpack('d', binascii.unhexlify('4081637ef7d0424a'))",Reading hex to double-precision float python,,,
a[tuple(b)],Indexing numpy array with another numpy array,,,
"map(list, permutations([2, 3, 4]))",How to find all possible sequences of elements in a list?,,,
"sorted(unsorted_list, key=presorted_list.index)",Sort a list in python based on another sorted list,,,
datetime.datetime.now() - datetime.timedelta(days=1),How to get yesterday in python,,,
"d = pd.DataFrame(0, index=np.arange(len(data)), columns=feature_list)",Creating a zero-filled pandas data frame,,,
x.find('World'),string find,,,
x.find('Aloha'),string find,,,
'sdfasdf'.index('cc'),string find,,,
'sdfasdf'.index('df'),string find,,,
str.find('a'),string find,,,
str.find('g'),string find,,,
"str.find('s', 11)",string find,,,
"str.find('s', 15)",string find,,,
"str.find('s', 16)",string find,,,
"str.find('s', 11, 14)",string find,,,
"sorted(d, key=lambda x: datetime.datetime.strptime(x, '%m-%Y'))",Sort list of date strings,,,
"re.split('\\.\\s', text)",Regular expression in Python sentence extractor,,,
"re.split('\\.\\s', re.sub('\\.\\s*$', '', text))",Regular expression in Python sentence extractor,,,
"""""""foobar""""""[:4]",Python - How to cut a string in Python?,,,
s.rfind('&'),Python - How to cut a string in Python?,,,
s[:s.rfind('&')],Python - How to cut a string in Python?,,,
"driver.find_element_by_xpath(""//option[@value='"" + state + ""']"").click()",Using a variable in xpath in Python Selenium,,,
"with open('test.txt', 'a') as myfile:
    myfile.write('appended text')",append to a file,,,
"with open('foo', 'a') as f:
    f.write('cool beans...')",append to a file,,,
"with open('test1', 'ab') as f:
    pass",append to a file,,,
"open('test', 'a+b').write('koko')",append to a file,,,
"print([i for i in re.split('([\\d.]+|\\W+)', 'x+13.5*10x-4e1') if i])",How can I split a string into tokens?,,,
"re.findall('[\u4e00-\u9fff]+', ipath)",Python: Check if a string contains chinese character?,,,
s.split('s'),String splitting in Python,,,
"subprocess.Popen(['rm', '-r', 'some.file'])",How to start a background process in Python?,,,
"dict((d['name'], d) for d in listofdict)",Elegant way to transform a list of dict into a dict of dicts,,,
datetime.datetime.now().strftime('%Y-%m-%d %H:%M'),print date in a regular format,,,
time.strftime('%Y-%m-%d %H:%M'),print date in a regular format,,,
"re.findall('[bcdfghjklmnpqrstvwxyz]+', 'CONCERTATION', re.IGNORECASE)",Finding consecutive consonants in a word,,,
"[i for i, e in enumerate(a) if e != 0]",How do I get a list of indices of non zero elements in a list?,,,
"map(int, re.findall('\\d+', string1))",How to get integer values from a string in Python?,,,
os.path.dirname(sys.executable),How can I know python's path under windows?,,,
ax.xaxis.set_label_position('top'),Moving x-axis to the top of a plot in matplotlib,,,
ax.xaxis.tick_top(),Moving x-axis to the top of a plot in matplotlib,,,
ax.xaxis.set_ticks_position('top'),Moving x-axis to the top of a plot in matplotlib,,,
"datetime.strptime('2015/01/01 12:12am', '%Y/%m/%d %I:%M%p')",Parsing non-zero padded timestamps in Python,,,
"img = Image.open('picture.jpg')
img.show()",Open images,,,
"img = Image.open('picture.jpg')
Img.show",Open images,,,
sys.exit(0),How do I abort the execution of a Python script?,,,
sys.exit('aa! errors!'),How do I abort the execution of a Python script?,,,
sys.exit(),How do I abort the execution of a Python script?,,,
"[max(abs(x) for x in arr[i:i + 4]) for i in range(0, len(arr), 4)]",Find maximum with limited length in a list,,,
os.chdir('c:\\Users\\uname\\desktop\\python'),How to set the current working directory in Python?,,,
os.chdir(path),How to set the current working directory in Python?,,,
"no_integers = [x for x in mylist if not isinstance(x, int)]",How to remove all integer values from a list in python,,,
"tree.xpath("".//a[text()='Example']"")[0].tag",How do I match contents of an element in XPath (lxml)?,,,
""""""", """""".join([(str(k) + ' ' + str(v)) for k, v in list(a.items())])",convert dictionaries into string python,,,
"print(set(re.sub('[\x00-\x7f]', '', '\xa3\u20ac\xa3\u20ac')))",Detecting non-ascii characters in unicode string,,,
"print(re.sub('[\x00-\x7f]', '', '\xa3100 is worth more than \u20ac100'))",Detecting non-ascii characters in unicode string,,,
"ast.literal_eval(""{'muffin' : 'lolz', 'foo' : 'kitty'}"")",Convert a String representation of a Dictionary to a dictionary?,,,
print(t.decode('unicode_escape')),Easiest way to remove unicode representations from a string in python 3?,,,
print(str.encode('cp1252').decode('utf-8').encode('cp1252').decode('utf-8')),String encoding and decoding from possibly latin1 and utf8,,,
"zip(list_a, list_b)",merge lists into a list of tuples,,,
"list(zip(a, b))",merge lists into a list of tuples,,,
df.set_index('id').to_dict(),python pandas dataframe to dictionary,,,
df.set_index('id')['value'].to_dict(),python pandas dataframe to dictionary,,,
"sorted(list(mydict.items()), key=lambda a: map(int, a[0].split('.')))",Can I sort text by its numeric value in Python?,,,
"re.sub('\\([^)]*\\)', '', filename)",How can I remove text within parentheses with a regex?,,,
"""""""a b"""""".replace(' ', '').isalpha()",How can I tell if a string only contains letter AND spaces,,,
"[(x + y) for x, y in zip(first, second)]",Add SUM of values of two LISTS into new LIST,,,
"sorted(list(a_dict.items()), key=lambda item: item[1][1])",How to sort a Python dictionary by value?,,,
re.compile('[^a-zA-Z0-9-]+'),How to exclude a character from a regex group?,,,
"sorted(list(range(len(a))), key=lambda i: a[i])[-2:]",Get index of the top n values of a list in python,,,
"zip(*sorted(enumerate(a), key=operator.itemgetter(1)))[0][-2:]",Get index of the top n values of a list in python,,,
"sorted(list(range(len(a))), key=lambda i: a[i], reverse=True)[:2]",Get index of the top n values of a list in python,,,
list(x.keys()).index('c'),How to get the index with the key in Python dictionary?,,,
print('{0:+d}'.format(score)),"How to print +1 in Python, as +1 (with plus sign) instead of 1?",,,
"[k for k, g in itertools.groupby([1, 2, 2, 3, 2, 2, 4])]",Remove adjacent duplicate elements from a list,,,
"""""""0,1,2"""""".split(',')",Converting a String to List in Python,,,
"[int(x) for x in '0,1,2'.split(',')]",Converting a String to List in Python,,,
"dict([('A', 1), ('B', 2), ('C', 3)])",Python: Convert list of key-value tuples into dictionary?,,,
"np.savetxt('test.txt', x)",How to write a multidimensional array to a text file?,,,
"direct_output = subprocess.check_output('ls', shell=True)",How to store os.system() output in a variable or a list in python,,,
df[df.columns - ['T1_V6']],Select everything but a list of columns from pandas dataframe,,,
((25 < a) & (a < 100)).sum(),How to count values in a certain range in a Numpy array?,,,
date.today().strftime('%A'),how to get day name in datetime in python,,,
"re.search('\\bis\\b', your_string)",Python regular expression match whole word,,,
{{car.date_of_manufacture | datetime}},Python: How do I format a date in Jinja2?,,,
{{car.date_of_manufacture.strftime('%Y-%m-%d')}},Python: How do I format a date in Jinja2?,,,
[item for sublist in l for item in sublist],Making a flat list out of list of lists,,,
list(itertools.chain(*list2d)),Making a flat list out of list of lists,,,
list(itertools.chain.from_iterable(list2d)),Making a flat list out of list of lists,,,
ord('a'),Convert int to ASCII and back in Python,,,
"re.sub('(?m)^[^\\S\\n]+', '', '  a\n b\n c\nd  e')",Python: use regular expression to remove the white space from all lines,,,
"re.sub('(?m)^\\s+', '', 'a\n b\n c')",Python: use regular expression to remove the white space from all lines,,,
"a, b, c = [1, 2, 3]",Python: Assign each element of a List to a separate Variable,,,
"[list(v) for k, v in itertools.groupby(mylist, key=lambda x: x[:5])]",Python split a list into subsets based on pattern,,,
"line = re.sub('\\(+as .*?\\) ', '', line)",Regular expression substitution in Python,,,
print(line.rstrip('\n')),How to skip the extra newline while printing lines read from a file?,,,
df.index.values.tolist(),Get index values of Pandas DataFrame as list?,,,
"if (not a):
    pass",check if a list is empty,,,
"if (not seq):
    pass",check if a list is empty,,,
"if (len(li) == 0):
    pass",check if a list is empty,,,
"[i for i, v in enumerate(a) if v > 4]",Find the indices of elements greater than x,,,
"sorted(yourdata, reverse=True)",sorting list of nested dictionaries in python,,,
"sorted(yourdata, key=lambda d: d.get('key', {}).get('subkey'), reverse=True)",sorting list of nested dictionaries in python,,,
"yourdata.sort(key=lambda e: e['key']['subkey'], reverse=True)",sorting list of nested dictionaries in python,,,
df.round(),How to remove decimal points in pandas,,,
gca().get_lines()[n].get_xydata(),How to extract data from matplotlib plot,,,
"A[:, -2:]",How to get the N maximum values per row in a numpy ndarray?,,,
"request.GET.get('username', '')",MultiValueDictKeyError in Django,,,
pprint(dict(list(o.items()))),Any way to properly pretty-print ordered dictionaries in Python?,,,
"url('^$', include('sms.urls')),",Django can't find URL pattern,,,
"url('^', include('sms.urls')),",Django can't find URL pattern,,,
"max_item = max(a_list, key=operator.itemgetter(1))",Pythonic way to get the largest item in a list,,,
"max(a_list, key=operator.itemgetter(1))",Pythonic way to get the largest item in a list,,,
"s.resample('3M', how='sum')",How to iterate over time periods in pandas,,,
"[a[i] for i in (1, 2, 5)]",how to extract elements from a list in python?,,,
[line for line in open('textfile') if 'apple' in line],Python: Filter lines from a text file which contain a particular word,,,
"datetime.datetime.strptime(s, '%Y-%m-%dT%H:%M:%SZ')",How to convert a Date string to a DateTime object?,,,
"pandas.read_csv(filename, sep='\t', lineterminator='\r')","Reading tab-delimited file with Pandas - works on Windows, but not on Mac",,,
"'longlongTESTstringTEST'.replace('TEST', '?', 1)",Replace first occurence of string,,,
"archive.write(pdffile, os.path.basename(pdffile))",How can I zip file with a flattened directory structure using Zipfile in Python?,,,
dict(x[1:] for x in reversed(myListOfTuples)),"Elegant way to create a dictionary of pairs, from a list of tuples?",,,
"[(x1 - x2) for x1, x2 in zip(List1, List2)]",How to subtract two lists in python,,,
string[0].isdigit(),How to tell if string starts with a number?,,,
"strg.startswith(('0', '1', '2', '3', '4', '5', '6', '7', '8', '9'))",How to tell if string starts with a number?,,,
print(os.path.dirname(os.path.realpath(__file__))),How can I find script's directory with Python?,,,
"re.split('(?<=\\?|!|\\.)\\s{0,2}(?=[A-Z]|$)', text)",Finding the surrounding sentence of a char/word in a string,,,
plt.scatter(*zip(*li)),"Plotting a list of (x, y) coordinates in python matplotlib",,,
tuple(zip(*t)),Rearrange tuple of tuples in Python,,,
"df.groupby(np.arange(len(df.columns)) // 3, axis=1).mean()",Find Average of Every Three Columns in Pandas dataframe,,,
""""""""""""".join(chr(i) for i in L)",How do I convert a list of ascii values to a string in python?,,,
sum(x == chosen_value for x in list(d.values())),Python 2.7 Counting number of dictionary items with given value,,,
sum(1 for x in list(d.values()) if some_condition(x)),Python 2.7 Counting number of dictionary items with given value,,,
"struct.unpack('f', struct.pack('f', 0.00582811585976))",convert double to float in Python,,,
"timestamp = (dt - datetime(1970, 1, 1)).total_seconds()",Converting datetime.date to UTC timestamp in Python,,,
df.sort('m'),Custom sorting in pandas dataframe,,,
"a = sorted(a, key=lambda x: x.modified, reverse=True)",How to sort with lambda in Python,,,
print(bool(a)),How can I print the Truth value of a variable?,,,
df = df.rename(index={last: 'a'}),How can I change a specific row label in a Pandas dataframe?,,,
"km.fit(x.reshape(-1, 1))",Scikit-learn: How to run KMeans on a one-dimensional array?,,,
"sorted(words, key=lambda x: 'a' + x if x.startswith('s') else 'b' + x)",sorting a list in python,,,
webbrowser.open('http://somesite.com/adminpanel/index.php'),login to a site using python and opening the login site in the browser,,,
"dict((k, v) for k, v in parent_dict.items() if 2 < k < 4)","Pythonic way to fetch all elements in a dictionary, falling between two keys?",,,
"dict((k, v) for k, v in parent_dict.items() if k > 2 and k < 4)","Pythonic way to fetch all elements in a dictionary, falling between two keys?",,,
"[list(x) for x in zip(*sorted(zip(list1, list2), key=lambda pair: pair[0]))]",python sorting two lists,,,
sum(((i > 5) for i in j)),number of values in a list greater than a certain number,,,
len([1 for i in j if (i > 5)]),number of values in a list greater than a certain number,,,
"j = np.array(j)
sum((j > i))",number of values in a list greater than a certain number,,,
"[(x + tuple(y)) for x, y in zip(zip(a, b), c)]",Python: elegant way of creating a list of tuples?,,,
"os.chmod(path, stat.S_IRUSR | stat.S_IRGRP | stat.S_IROTH)",Changing file permission in python,,,
"parser.add_argument('file', nargs='*')",Multiple files for one argument in argparse Python 2.7,,,
"z = [(i == j) for i, j in zip(x, y)]",Comparing values in two lists in Python,,,
[(x[i] == y[i]) for i in range(len(x))],Comparing values in two lists in Python,,,
"[int(s) for s in re.findall('\\b\\d+\\b', ""he33llo 42 I'm a 32 string 30"")]",Python: Extract numbers from a string,,,
df2 = pd.DataFrame(index=df1.index),Create an empty data frame with index from another data frame,,,
"struct.unpack('h', pS[0:2])",How do I convert a string 2 bytes long to an integer in python,,,
"print('\n'.join('  '.join(map(str, row)) for row in t))",Printing lists onto tables in python,,,
df.sort_values(by='Date'),Sort Pandas Dataframe by Date,,,
driver.find_element_by_name('<check_box_name>').is_selected(),How can I check if a checkbox is checked in Selenium Python Webdriver?,,,
driver.find_element_by_id('<check_box_id>').is_selected(),How can I check if a checkbox is checked in Selenium Python Webdriver?,,,
"[(a if a else 2) for a in [0, 1, 0, 3]]",Is it possible to use 'else' in a python list comprehension?,,,
'M\\N{AMPERSAND}M\\N{APOSTROPHE}s'.encode().decode('unicode-escape'),Parsing string containing Unicode character names,,,
'M\\N{AMPERSAND}M\\N{APOSTROPHE}s'.decode('unicode-escape'),Parsing string containing Unicode character names,,,
"chr(int('fd9b', 16)).encode('utf-8')",Convert unicode codepoint to UTF8 hex in python,,,
print('0x%X' % value),How can I get Python to use upper case letters to print hex values?,,,
cleaned = [x for x in your_list if x],How to remove empty string in a list?,,,
slice(*[(int(i.strip()) if i else None) for i in string_slice.split(':')]),Python: Want to use a string as a slice specifier,,,
"soup.find_all(['a', 'div'])",Beautiful Soup Using Regex to Find Tags?,,,
print(func.__name__),Get function name as a string in python,,,
""""""""""""".join('{}{}'.format(key, val) for key, val in sorted(adict.items()))",How to convert dictionary into string,,,
""""""""""""".join('{}{}'.format(key, val) for key, val in list(adict.items()))",How to convert dictionary into string,,,
new_list = old_list[:],copy a list,,,
new_list = list(old_list),copy a list,,,
new_list = copy.copy(old_list),copy a list,,,
new_list = copy.deepcopy(old_list),copy a list,,,
[i for i in old_list],copy a list,,,
plt.legend(frameon=False),Remove or adapt border of frame of legend using matplotlib,,,
"""""""\\ud83d\\ude4f"""""".encode('utf-16', 'surrogatepass').decode('utf-16')",How to work with surrogate pairs in Python?,,,
globals()['myfunction'](),Calling a function of a module from a string with the function's name in Python,,,
urllib.request.urlopen('http://www.stackoverflow.com').getcode(),Checking if a website is up,,,
"conn = httplib.HTTPConnection('www.python.org')
conn.request('HEAD', '/')
r1 = conn.getresponse()
print(r1.status, r1.reason)",Checking if a website is up,,,
"r = requests.head(url)
return (r.status_code == 200)",Checking if a website is up,,,
print(urllib.request.urlopen('http://www.stackoverflow.com').getcode()),Checking if a website is up,,,
"driver.find_element_by_css_selector(""a[href^='javascript']"").click()",Selenium open pop up window [Python],,,
df.to_pickle(file_name),"How to store data frame using PANDAS, Python",,,
"df.groupby(by=df.columns, axis=1).mean()",Pandas: Mean of columns with the same names,,,
"bar.sort(key=lambda x: (x.attrb1, x.attrb2), reverse=True)",How to perform double sort inside an array?,,,
alpha = img.split()[-1],How to get alpha value of a PNG image with PIL?,,,
[len(x) for x in s.split()],How to get the length of words in a sentence?,,,
"soup.findAll('div', style='width=300px;')",Find a specific tag with BeautifulSoup,,,
"cursor.execute(sql, list(myDict.values()))",Using a Python dict for a SQL INSERT statement,,,
"df.to_csv('Result.csv', index=False, sep=' ')",Preserving Column Order - Python Pandas and Column Concat,,,
globals().update(vars(args)),Python: Extract variables out of namespace,,,
"re.findall('\\[(.*?)\\]', mystring)",Regular expression to return all characters between two special characters,,,
"print('%.2f kg = %.2f lb = %.2f gal = %.2f l' % (var1, var2, var3, var4))","Python, print all floats to 2 decimal places in output",,,
"d = dict((k, v) for k, v in d.items() if v > 0)",The best way to filter a dictionary in Python,,,
"d = {k: v for k, v in list(d.items()) if v > 0}",The best way to filter a dictionary in Python,,,
pd.to_datetime(pd.Series(date_stngs)),In Pandas how do I convert a string of date strings to datetime objects and put them in a DataFrame?,,,
"df.iloc[2, 0]",Print the complete string of a pandas dataframe,,,
matplotlib.rcParams.update({'font.size': 22}),How to change the font size on a matplotlib plot,,,
"pd.DataFrame(list(d.items()), columns=['Date', 'DateValue'])",Convert Python dict into a dataframe,,,
"pd.DataFrame(df.values * df2.values, columns=df.columns, index=df.index)",Pandas: Elementwise multiplication of two dataframes,,,
"re.findall('\\d+\\.\\d+', 'Current Level: 13.4 db.')",How to extract a floating number from a string,,,
"re.findall('[-+]?\\d*\\.\\d+|\\d+', 'Current Level: -13.2 db or 14.2 or 3')",How to extract a floating number from a string,,,
"zip(it, it, it)",Convert List to a list of tuples python,,,
df['x'].str.lower(),How to lowercase a python dataframe string column if it has missing values?,,,
"jsobj['a']['b']['e'].append({'f': var6, 'g': var7, 'h': var8})",python append to array in json object,,,
""""""""""""".join(lst)",Most Pythonic way to concatenate strings,,,
sum(v for v in list(d.values()) if v > 0),Python: Sum values in a dictionary based on condition,,,
app.run(debug=True),Flask application traceback doesn't show up in server log,,,
"df.drop(df.index[[1, 3]], inplace=True)",How to drop a list of rows from Pandas dataframe?,,,
"df.apply(lambda x: x.fillna(x.mean()), axis=0)",pandas DataFrame: replace nan values with average of columns,,,
[o.my_attr for o in my_list],How to extract from a list of objects a list of specific attribute?,,,
"time.strftime('%m/%d/%Y', time.gmtime(os.path.getmtime(file)))",python get time stamp on file in mm/dd/yyyy format,,,
all(item in list(superset.items()) for item in list(subset.items())),Python: Check if one dictionary is a subset of another larger dictionary,,,
[str(wi) for wi in wordids],Python: for loop in index assignment,,,
df2 = df.reset_index(),Indexing a pandas dataframe by integer,,,
dt.strftime('%m/%d/%Y'),Convert datetime object to a String of date only in Python,,,
"print('Total cost is: ${:,.2f}'.format(TotalAmount))",Python Add Comma Into Number String,,,
"df.groupby(np.arange(len(df.columns)) // 2 + 1, axis=1).sum().add_prefix('s')",Sum of Every Two Columns in Pandas dataframe,,,
randomList = [random.random() for _ in range(10)],creating list of random numbers in python,,,
"print(soup.find('a', href=re.compile('.*follow\\?page.*')))",beautifulsoup can't find href in file using regular expression,,,
sys.stdout.flush(),"In Python, why won't something print without a newline?",,,
"country, capital = random.choice(list(d.items()))",How to get a random value in python dictionary,,,
list('Word to Split'),Is there a function in python to split a word into a list?,,,
"[w for w in open('file.txt') if not re.search('[aeiou]{2}', w)]",Regex: How to match words without consecutive vowels?,,,
"pat = re.compile('^\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}$')",Using a RegEx to match IP addresses in Python,,,
"exec(compile(open('filename.py').read(), 'filename.py', 'exec'))",How to execute a file within the python interpreter?,,,
session.query(Tag).distinct(Tag.name).group_by(Tag.name).count(),Returning distinct rows in SQLAlchemy with SQLite,,,
"df = df.dropna(axis=1, how='all')",Remove NULL columns in a dataframe Pandas?,,,
all(x.count(1) == 3 for x in L),Python counting elements of a list within a list,,,
[x[0] for x in l1 if any(x[0] == y[0] for y in l2)],Comparing elements between elements in two lists of tuples,,,
"tex.delete('1.0', END)",how to clear/delete the Textbox in tkinter python on Ubuntu,,,
datetime.datetime.fromtimestamp(myNumber).strftime('%Y-%m-%d %H:%M:%S'),Python convert long to date,,,
system('python myscript.py'),How can I start a Python thread FROM C++?,,,
your_list.sort(key=operator.attrgetter('anniversary_score')),sorting a list with objects of a class as its items,,,
your_list.sort(key=lambda x: x.anniversary_score),sorting a list with objects of a class as its items,,,
"print(type(tf.Session().run(tf.constant([1, 2, 3]))))",How can I convert a tensor into a numpy array in TensorFlow?,,,
list(itertools.chain(*a)),"in Python, How to join a list of tuples into one list?",,,
"count.setdefault('a', 0)",How do I pythonically set a value in a dictionary if it is None?,,,
df.groupby(['cluster']).mean(),Python Pandas : group by in group by and average?,,,
"min(myList, key=lambda x: abs(x - myNumber))","from list of integers, get number closest to a given value",,,
any(x in string for x in search),Find array item in a string,,,
print(pattern.search(url).group(1)),Find string with regular expression in python,,,
(s.factorize()[0] + 1).astype('float'),"How do I convert all strings (like ""Fault"") and into a unique float?",,,
"C = [(a - b) for a, b in zip(A, B)]",Subtract values in one list from corresponding values in another list - Python,,,
"datetime.datetime.strptime('2011, 4, 0', '%Y, %U, %w')",How to derive the week start for a given (iso) weeknumber / year in python,,,
"map(int, ['1', '-1', '1'])",Python: How do I convert an array of strings to an array of numbers?,,,
"datetime.datetime.strptime('16Sep2012', '%d%b%Y')","How to create datetime object from ""16SEP2012"" in python",,,
Book.objects.filter(pk=pk).update(**d),How do I use a dictionary to update fields in Django models?,,,
Book.objects.create(**d),How do I use a dictionary to update fields in Django models?,,,
print('{0:.2f}'.format(your_number)),Precision in python,,,
"random.randint(100000000000, 999999999999)",Python: How to generate a 12-digit random number?,,,
"int(''.join(str(random.randint(0, 9)) for _ in range(12)))",Python: How to generate a 12-digit random number?,,,
""""""""""""".join(str(random.randint(0, 9)) for _ in range(12))",Python: How to generate a 12-digit random number?,,,
"'%0.12d' % random.randint(0, 999999999999)",Python: How to generate a 12-digit random number?,,,
"numpy.delete(a, index)",How to remove specific elements in a numpy array,,,
"sorted(trial_list, key=lambda x: trial_dict[x])",Sort a list based on dictionary values in python?,,,
sys.stdin.read(1),read a single character from the user,,,
"print(re.findall(pattern, x))",How to get a list of matchable characters from a regex class,,,
k = soup.find(text=re.compile('My keywords')).parent.text,how to get the context of a search in BeautifulSoup?,,,
"df.apply(lambda x: x.tolist(), axis=1)",Convert a row in pandas into list,,,
"B = np.reshape(A, (-1, 2))",Convert a 1D array to a 2D array in numpy,,,
"app.run(host='192.168.0.58', port=9000, debug=False)",Flask - How to make an app externally visible through a router?,,,
print('\xc5\xc4\xd6'.encode('UTF8')),Stdout encoding in python,,,
[x[0] for x in G],Best way to get the nth element of each tuple from a list of tuples in Python,,,
"re.findall('-(?!aa-|bb-)([^-]+)', string)",Regular expression matching all but a string,,,
"re.findall('-(?!aa|bb)([^-]+)', string)",Regular expression matching all but a string,,,
"{k: v for k, v in list(hand.items()) if v}",Removing entries from a dictionary based on values,,,
"dict((k, v) for k, v in hand.items() if v)",Removing entries from a dictionary based on values,,,
"sorted(L, key=operator.itemgetter('resultType'))",Python sorting - A list of objects,,,
s.sort(key=operator.attrgetter('resultType')),Python sorting - A list of objects,,,
somelist.sort(key=lambda x: x.resultType),Python sorting - A list of objects,,,
"df1.merge(df2, on='name').merge(df3, on='name')",pandas joining multiple dataframes on columns,,,
decimal.Decimal(random.randrange(10000)) / 100,random Decimal in python,,,
"onlyfiles = [f for f in listdir(mypath) if isfile(join(mypath, f))]",list all files of a directory,,,
"f = []
for (dirpath, dirnames, filenames) in walk(mypath):
    f.extend(filenames)
    break",list all files of a directory,,,
print(glob.glob('/home/adam/*.txt')),list all files of a directory,,,
os.listdir('somedirectory'),list all files of a directory,,,
"cur.executemany('INSERT INTO table VALUES(%s,%s,%s,%s,%s,%s,%s,%s,%s)', tup)",psycopg2: insert multiple rows with one query,,,
print([key for key in d if d[key] == 1]),get key by value in dictionary with same value in python?,,,
"print([key for key, value in d.items() if value == 1])",get key by value in dictionary with same value in python?,,,
"print([key for key, value in list(d.items()) if value == 1])",get key by value in dictionary with same value in python?,,,
strs = ['' for x in range(size)],What is the best way to create a string array in python?,,,
"with open(input_filename, 'r') as f:
    html_text = markdown(f.read(), output_format='html4')
pdfkit.from_string(html_text, output_filename)",generate pdf from markdown file,,,
[dict(t) for t in set([tuple(d.items()) for d in l])],Remove duplicate dict in list in Python,,,
